kroger_product,description,calories,protein,fat,carbohydrates
hillshire farm ultra thin sliced black forest ham deli lunch meat,"UNCURED BLACK FOREST HAM ULTRA-THIN DELI SLICES, UNCURED BLACK FOREST",107,16.1,3.57,1.79
laura’s lean beef® 96% lean all natural ground beef,"LAURA'S LEAN BEEF, GROUND BEEF PATTIES",143,18.8,8.04,0.0
boar's head tavern ham fresh sliced deli meat,"Ham, prepackaged or deli, luncheon meat",101,16.7,3.73,0.27
sanderson farms boneless skinless chicken breast fillets with rib meat,"PILGRIM'S, BONELESS SKINLESS CHICKEN BREAST FILLETS WITH RIB MEAT",98.0,17.9,2.23,0.0
ibp ground 80% lean pork & beef,"Beef, ground, 80% lean meat / 20% fat, raw",254,17.2,20.0,0.0
kroger® 73/27 ground beef roll 1 lb,Error,N/A,N/A,N/A,N/A
beyond meat beyond steak® plant-based seared tips,"ORIGINAL BEYOND STEAK PLANT-BASED SEARED TIPS, ORIGINAL",193,23.9,6.82,7.95
land o' frost® premium old world style black forest ham lunch meat,"OLD WORLD STYLE BLACK FOREST HAM, OLD WORLD STYLE",120,16.0,4.0,2.0
laura’s lean beef® 92% lean all natural ground beef,"LAURA'S LEAN BEEF, GROUND BEEF PATTIES",143,18.8,8.04,0.0
hillshire farm ultra thin sliced honey ham sandwich meat,HONEY HAM ULTRA THIN SLICED,125,16.1,2.68,8.93
boneless pork loin chops,BONELESS PORK LOIN CHOPS,152,20.5,7.14,0.0
uncooked sliced boneless skinless chicken breast with rib meat,"Uncooked, Boneless Skinless Chicken Breasts with Rib Meat",125,22.7,3.78,0.0
heritage farm® boneless skinless chicken tenderloins,BONELESS SKINLESS CHICKEN TENDERLOINS,80.0,19.5,0.0,0.0
thin cut bone-in pork loin center-cut chop,Bone-In Pork Loin Center-Cut Chop,170,20.5,8.93,0.0
oscar mayer deli fresh honey smoked deli turkey breast sliced lunch meat,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
oscar mayer deli fresh oven roasted deli turkey breast sliced lunch meat,DELI FRESH OVEN ROASTED SLICED LUNCH MEAT TURKEY BREAST,89.0,16.1,1.79,3.57
classic bologna sliced deli-style lunch meat,Bryan Deli Classics Bologna Deli Sliced Lunch Meat,329,11.0,29.0,6.0
deli style smoked ham lunch meat,"Ham, prepackaged or deli, luncheon meat",101,16.7,3.73,0.27
deli style honey ham lunch meat,"Ham, prepackaged or deli, luncheon meat",101,16.7,3.73,0.27
oscar mayer deli fresh rotisserie seasoned chicken breast deli lunch meat,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",98.0,17.4,1.86,2.92
oscar mayer deli fresh uncured honey ham sliced deli meat,DELI FRESH HONEY SLICED LUNCH MEAT UNCURED HAM,125,21.4,2.68,3.57
oscar mayer deli fresh smoked turkey breast sliced lunch meat,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
whole boneless pork tenderloin,"Pork, loin, tenderloin, boneless, raw",N/A,21.6,3.9,0.0
hillshire farm ultra thin sliced oven roasted turkey breast sandwich meat,"OVEN ROASTED TURKEY BREAST ULTRA-THIN DELI SLICES, OVEN ROASTED",107,16.1,1.79,3.57
kroger® 85% lean fresh ground turkey,"Turkey, ground, 85% lean, 15% fat, raw",180,16.9,12.5,0.0
simple truth® all natural boneless skinless fresh chicken breast tenders,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
beyond meat beyond meatballs® italian style plant-based meatballs,"ITALIAN STYLE BEYOND MEATBALLS PLANT-BASED MEATBALLS, ITALIAN STYLE",240,15.7,17.4,7.44
kroger® mild italian ground sausage,"KROGER, ITALIAN SAUSAGE, MILD, MILD",308,18.0,23.1,6.41
smithfield roasted garlic & herb pork loin filet,"PORK LOIN FILET, GARLIC & HERB",107,17.9,2.23,1.79
rumba meats® beef oxtail (rabo de res),"Beef, oxtails",257,25.9,16.46,0
unmeat meat-free chicken chunks 6.35 oz,"EUROVAFEL EUROCREM WAFER, 6.35 OZ",502,7.0,26.0,60.0
la herencia® carne asada boneless beef loin flap meat steak,"BONELESS BEEF LOIN FLAP MEAT STEAK FOR CARNE ASADA, BONELESS BEEF",152,16.1,8.93,1.79
buddig beef lunch meat 2oz,"Pasta with sauce and meat, from school lunch",117,5.95,3.12,17.5
tyson frozen crispy chicken breast strips,"KFC, Crispy Chicken Strips",274,20.2,15.4,13.7
kroger® crunchy butterfly shrimp,"CRUNCHY BUTTERFLY SHRIMP, CRUNCHY BUTTERFLY",306,10.6,14.1,22.4
kroger® 80/20 ground beef tray 3 lb,Error,N/A,N/A,N/A,N/A
beef choice cubed beef for stew,"Stew, beef",107,8.76,5.07,6.29
kroger® frozen raw boneless skinless chicken breast,"Chicken, breast, boneless, skinless, raw",N/A,22.5,1.93,0.0
simple truth™ natural lamb for stew meat,"Stew, lamb",117,8.19,6.39,6.29
beyond meat stack burger™ plant-based patties,BEYOND BURGER PLANT-BASED PATTIES,204,17.7,12.4,6.19
kroger® three meat crispy crust personal frozen pizza,"THREE MEAT CRISPY CRUST PIZZA, THREE MEAT",252,7.48,10.2,32.0
oscar mayer deli fresh cracked black pepper turkey breast sliced lunch meat,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
land o' frost® premium oven roasted turkey breast lunch meat,"JENNIE-O, PREMIUM OVEN ROASTED TURKEY BREAST",107,23.2,1.79,0.0
hillshire farm ultra thin sliced honey roasted turkey breast sandwich meat,Hillshire Farm Sliced Turkey Breast,96.2,15.4,1.98,4.19
land o' frost® premium honey ham lunch meat,"Cereal, O's, honey nut",385,8.62,5.37,75.99
oscar mayer deli fresh uncured smoked ham sliced deli lunch meat,DELI FRESH HONEY SLICED LUNCH MEAT UNCURED HAM,125,21.4,2.68,3.57
oscar mayer carving board slow cooked sliced ham deli lunch meat,"Oscar Mayer, Ham (chopped with natural juice)",754,16.3,11.2,3.65
oscar mayer cotto salami sliced lunch meat,"OSCAR MAYER, COTTO SALAMI",250,14.3,21.4,3.57
oscar mayer deli fresh slow roasted roast beef sliced deli meat,"OSCAR MAYER, SLOW ROASTED BEEF",107,17.9,3.57,1.79
buddig turkey lunch meat 2oz,"Pasta with sauce and meat, from school lunch",117,5.95,3.12,17.5
hillshire farm ultra thin sliced lower sodium oven roasted turkey breast sandwich meat,"OVEN ROASTED TURKEY BREAST ULTRA-THIN DELI SLICES, OVEN ROASTED",107,16.1,1.79,3.57
oscar mayer thick cut bologna sliced lunch meat,"OSCAR MAYER, THICK CUT BOLOGNA",302,11.6,25.6,4.65
oscar mayer carving board oven roasted deli turkey lunch meat,CARVING BOARD OVEN ROASTED TURKEY BREAST,107,21.4,1.79,1.79
hillshire farm ultra thin sliced lower sodium honey ham sandwich meat,HONEY HAM ULTRA THIN SLICED,125,16.1,2.68,8.93
land o' frost premium honey smoked turkey breast lunch meat,"LAND O'FROST, PREMIUM, HICKORY SMOKED TURKEY BREAST",180,16.0,10.0,6.0
oscar mayer deli fresh oven roasted turkey & smoked ham sliced deli lunch meats variety pack,"OSCAR MAYER DELI FRESH OVEN ROASTED TURKEY BREAST AND SMOKED UNCURED HAM, 9 OZ",107,17.9,1.79,3.57
buddig honey roasted turkey lunch meat 2oz,"Turkey, whole, dark meat, meat and skin, cooked, roasted",206,27.3,9.95,0.07
buddig honey ham lunch meat 2oz,"BUDDIG, ORIGINAL HONEY HAM",164,16.4,9.09,3.64
hillshire farm® ultra thin sliced roast beef lunch meat,"ROAST BEEF ULTRA-THIN DELI SLICES, ROAST BEEF",143,19.6,6.25,1.79
buddig corned beef lunch meat 2oz,"Pasta with sauce and meat, from school lunch",117,5.95,3.12,17.5
hillshire farm® ultra thin sliced pastrami deli meat,"TURKEY PASTRAMI ULTRA-THIN DELI SLICES, TURKEY",125,17.9,5.36,0.0
hillshire farm ultra thin sliced smoked ham sandwich meat,"HILLSHIRE FARM, SMOKED HAM",167,17.9,9.52,2.38
deli style oven roasted turkey breast lunch meat,DELI FRESH OVEN ROASTED SLICED LUNCH MEAT TURKEY BREAST,89.0,16.1,1.79,3.57
oscar mayer deli fresh rotisserie seasoned chicken breast sliced deli meat family size,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",98.0,17.4,1.86,2.92
oscar mayer sub kit with smoked ham & smoked turkey breast sliced deli lunch meats variety pack,"OSCAR MAYER, HAM & TURKEY BREAST SUB KIT, HONEY SMOKED, HONEY SMOKED",105,14.0,3.51,7.02
oscar mayer lean oven roasted white turkey sliced lunch meat,"Oscar Mayer, Braunschweiger Liver Sausage (sliced)",1390.0,14.2,29.4,2.6
hillshire farm ultra thin sliced brown sugar ham sandwich meat,"HILLSHIRE FARM, DELI SELECT, ULTRA THIN BROWN SUGAR HAM",107,16.1,2.68,5.36
oscar mayer chopped ham sliced deli lunch meat,"Oscar Mayer, Ham (chopped with natural juice)",754,16.3,11.2,3.65
oscar mayer deli fresh blackened chicken breast sliced lunch meat,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
hillshire farm ultra thin sliced black forest ham sandwich meat,ULTRA THIN SLICES BLACK FOREST HAM,109,18.2,1.82,1.82
oscar mayer ham & cheese meat loaf sliced deli lunch meat with real kraft cheese,Meat loaf made with ham,179,20.65,7.52,6.16
oscar mayer deli fresh honey smoked turkey breast sliced lunch meat family size,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
thick bologna sliced deli-style lunch meat,Bryan Deli Classics Bologna Deli Sliced Lunch Meat,329,11.0,29.0,6.0
oscar mayer deli fresh uncured honey ham sliced deli meat slices family size,DELI FRESH HONEY SLICED LUNCH MEAT UNCURED HAM,125,21.4,2.68,3.57
buddig black forest ham lunch meat 2oz,"BUDDIG, BLACK FOREST HAM",164,16.4,9.09,1.82
oscar mayer deli fresh smoked turkey breast sliced lunch meat family size,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
oscar mayer deli fresh mesquite smoked turkey breast sliced lunch meat family size,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
oscar mayer™ carving board applewood smoked turkey breast lunch meat,"OSCAR MAYER, APPLEWOOD SMOKED BACON",500,27.8,38.9,5.56
beyond meat beyond breakfast original plant-based sausage links,"BRAT ORIGINAL BEYOND SAUSAGE PLANT-BASED LINKS, BRAT ORIGINAL",250,21.0,15.8,6.58
oscar mayer deli fresh oven roasted deli turkey breast sliced lunch meat mega pack,DELI FRESH OVEN ROASTED SLICED LUNCH MEAT TURKEY BREAST,89.0,16.1,1.79,3.57
oscar mayer hard salami sliced lunch meat,"Oscar Mayer, Salami (hard)",368,25.9,28.7,1.6
oscar mayer deli fresh black forest uncured sliced ham deli lunch meat,DELI FRESH HONEY SLICED LUNCH MEAT UNCURED HAM,125,21.4,2.68,3.57
oscar mayer deli fresh honey smoked turkey breast sliced lunch meat mega pack,"OSCAR MAYER, DELI FRESH, BLACKENED TURKEY BREAST",107,16.1,2.68,3.57
oscar mayer turkey bologna sliced lunch meat with 50% lower fat,"Oscar Mayer, Bologna (beef)",316,11.0,29.1,2.45
petit jean ez carve boneless hickory smoked ham lunch meat,HICKORY SMOKED BONELESS HAM,107,16.7,2.98,3.57
"kroger® thinly sliced boneless, skinless chicken breast cutlets with rib meat",BONELESS SKINLESS CHICKEN BREAST CUTLETS WITH RIB MEAT,100,23.5,0.59,0.0
boar’s head sweet b’s honey barbeque glazed chicken breast,"Oscar Mayer, Chicken Breast (honey glazed)",109,19.8,1.5,4.3
just bare® lightly breaded chicken breast italian style strips,"ITALIAN STYLE LIGHTLY BREADED CHICKEN BREAST STRIPS, ITALIAN STYLE",179,19.0,8.33,8.33
private selection® 90/10 angus ground beef sirloin tray 1 lb,Error,N/A,N/A,N/A,N/A
kroger® 85/15 ground beef tray 1 lb,Error,N/A,N/A,N/A,N/A
kroger® 93/7 ground beef roll 1 lb,Error,N/A,N/A,N/A,N/A
simple truth organic® grass fed ground beef 85/15,Error,N/A,N/A,N/A,N/A
simple truth organic® grass fed ground beef 90/10,Error,N/A,N/A,N/A,N/A
kroger® 80/20 ground beef patties,Error,N/A,N/A,N/A,N/A
simple truth organic® grass fed ground beef 85/15 big deal!,Error,N/A,N/A,N/A,N/A
private selection® 90/10 angus ground beef patties,Error,N/A,N/A,N/A,N/A
schweid & sons® signature series chuck brisket burger patties,"SCHWEID & SONS, SIGNATURE SERIES: THE CHUCK BRISKET",292,15.9,24.8,0.0
private selection® 85/15 angus ground beef tray 1 lb,Error,N/A,N/A,N/A,N/A
schweid & sons® butcher's blend burger patties,"SCHWEID & SONS, FRESH GROUND BEEF",293,16.0,25.3,0.0
kroger® 73/27 ground beef tray 1 lb,Error,N/A,N/A,N/A,N/A
simple truth™ 80% lean natural ground beef,"SIMPLE TRUTH, GROUND BEEF",168,20.4,8.85,0.0
simple truth™ 91% lean natural ground beef,"SIMPLE TRUTH, GROUND BEEF",168,20.4,8.85,0.0
private selection® 80/20 angus ground beef chuck patties,Error,N/A,N/A,N/A,N/A
heartbrand® 80/20 akaushi wagyu ground beef,Error,N/A,N/A,N/A,N/A
kroger® 73/27 ground beef tray 3 lb,Error,N/A,N/A,N/A,N/A
boar’s head maple glazed honey coat turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head maple glazed honey coat ham,MAPLE GLAZED HONEY COAT  HAM,107,17.9,1.79,5.36
boar’s head smokemaster beechwood smoked black forest ham,SMOKEMASTER BEECHWOOD SMOKED BLACK FOREST HAM,107,17.9,1.79,3.57
simple truth™ 90% lean natural ground bison,"SIMPLE TRUTH ORGANIC, NATURAL GROUND BISON",204,16.8,15.0,0.0
boar’s head london broil top round roast beef,TOP ROUND LONDON BROIL ROAST BEEF,125,23.2,2.68,0.0
boar’s head mesquite wood smoked turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head hard salami,"BOAR'S HEAD, HARD SALAMI",393,21.4,32.1,3.57
boar’s head cracked pepper mill smoked turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar's head branded deluxe ham,BOAR'S HEAD BRANDED DELUXE HAM,107,16.1,1.79,3.57
simple truth™ natural ground lamb,"SIMPLE TRUTH, NATURAL GROUND TURKEY",143,18.8,7.14,0.0
boar’s head everroast chicken breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar's head lower sodium deluxe ham,BOAR'S HEAD BRANDED DELUXE HAM,107,16.1,1.79,3.57
boar’s head top round pastrami,TOP ROUND PASTRAMI,143,23.2,5.36,1.79
boar’s head bold cajun smoked turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head genoa salami,"BRUNCKHORST'S BOARS HEAD GENOA SALAMI, 4 OZ",339,21.4,26.8,1.79
boar’s head 46% lower sodium turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
kevin's natural foods thai-style coconut chicken,Pad Thai with chicken,154,8.13,7.5,14.36
kroger® roast beef traditional deli thin sliced,"Roast beef, deli style, prepackaged, sliced",115,18.6,3.69,0.64
boar’s head top round corned beef,"Beef, round, top round, boneless, choice, raw",N/A,21.5,5.7,0.852
curly's hickory smoked & seasoned baby back pork ribs with barbecue sauce,HICKORY SMOKED & SEASONED WITH BARBECUE SAUCE BABY BACK PORK RIBS,238,14.3,14.3,14.3
boar’s head firesmith flame grilled chicken breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head blazing buffalo style chicken breast,BLAZING BUFFALO STYLE CHICKEN BREAST,107,19.6,0.0,0.0
simple truth™ natural lamb loin chops,"Lamb, chop",264,27.36,16.27,0
boar’s head no salt added turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head pastrami seasoned turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
boar’s head golden classic chicken breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
simple truth™ natural bison ribeye steak,"SIMPLE TRUTH ORGANIC, NATURAL BISON SIRLOIN STEAK",112,21.2,2.35,0.0
wild planet albacore wild tuna,"ALBACORE WILD TUNA, ALBACORE",230,23.0,13.3,0.88
boar’s head blackened turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
wild planet albacore no salt added wild tuna,NO SALT ADDED ALBACORE WILD TUNA,141,24.7,4.71,0.0
boar’s head rotisserie seasoned chicken breast,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",98.0,17.4,1.86,2.92
simple truth™ natural bison chuck roast,"SIMPLE TRUTH ORGANIC, NATURAL CHUCK ROAST BISON",115,21.2,3.1,0.0
"impossible™ indulgent burger patties meat from plants, 2 ct","BURGER PATTIES MADE FROM PLANTS, BURGER",204,16.8,11.5,7.96
boar’s head first cut corned beef brisket,"Beef, cured, corned beef, brisket, cooked",1050.0,18.2,19.0,0.47
just bare® lightly breaded frozen fully cooked chicken breast strips,"Chicken tenders or strips, breaded, from frozen",240,14.62,13.58,14.86
just bare® lightly breaded frozen fully cooked spicy chicken breast bites,"LIGHTLY BREADED CHICKEN BREAST SPICY BITES, LIGHTLY BREADED",190,19.0,8.33,11.9
simple truth organic® gluten-free frozen breaded chicken nuggets,"SIMPLE TRUTH, GLUTEN FREE ANIMAL CRACKERS",400,6.67,13.3,70.0
applegate all natural gluten-free frozen chicken nuggets, ALL NATURAL GLUTEN FREE CHICKEN NUGGETS,194,18.8,9.41,8.24
simple truth organic® frozen breaded homestyle chicken tenders,"Chicken tenders, breaded, frozen, prepared",1000.0,14.6,13.6,14.9
applegate all natural frozen chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
applegate organic frozen chicken strips,"Chicken tenders or strips, breaded, from frozen",240,14.62,13.58,14.86
applegate all natural frozen breaded chicken patties,"Chicken patty, breaded",287,14.85,19.58,12.84
caulipower all natural frozen chicken tenders,"Chicken tenders, breaded, frozen, prepared",1000.0,14.6,13.6,14.9
simple truth organic® frozen breaded buffalo style chicken tenders,"Chicken tenders, breaded, frozen, prepared",1000.0,14.6,13.6,14.9
simple truth organic® frozen whole grain chicken chunks,SIMPLE TRUTH NATURAL WHOLE CHICKEN,214,18.8,15.2,0.0
caulipower® all natural frozen spicy chicken tenders,"Chicken tenders, breaded, frozen, prepared",1000.0,14.6,13.6,14.9
earth's best frozen chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
louisiana fish fry boil crawfish crab shrimp 4.5 lb,"CRAB, SHRIMP & CRAWFISH BOIL SEASONING, CRAB, SHRIMP & CRAWFISH BOIL",0.0,0.0,0.0,0.0
spicely organics - organic garlic granulates - case of 3 - 2 oz.,ORGANIC GARLIC GRANULES,325,25.0,0.0,75.0
organic garlic granules 16 oz,ORGANIC GARLIC GRANULES,325,25.0,0.0,75.0
spicely organics - organic org chili ancho ground - case of 3 - 1.7 oz.,ORGANIC GROUND ANCHO CHILE,0.0,0.0,0.0,0.0
perdue® harvestland® organic chicken bundle,"HARVESTLAND, FRESH ORGANIC CHICKEN",143,19.6,7.14,0.0
perdue® simply smart® organics gluten-free chicken tenders,"PERDUE, SIMPLY SMART, LIGHTLY BREADED CHICKEN NUGGETS",212,14.1,11.8,11.8
spicely organics - sumac - case of 3 - 2 oz.,2/3 OZ SWAI,54.0,10.7,1.79,0.0
perdue® harvestland® organic chicken breasts,"HARVESTLAND, CHICKEN BREASTS",107,23.2,0.89,0.0
armour lunchmakers pepperoni pizza meal kit with candy bar,"ARMOUR, LUNCHMAKERS, PIZZA, PEPPERONI, PEPPERONI",165,3.5,5.0,27.5
beef cubed steaks,"Beef, steak, cube",187,28.83,7.1,0
beef choice for stir fry,"STIR-FRY BEEF STRIPS, STIR-FRY BEEF",143,23.8,3.57,1.19
private selection® top sirloin angus beef steak,"DENNY'S, top sirloin steak",182,28.9,7.34,0.14
beef choice boneless flat iron steak (1 steak),"Beef, flank, steak, boneless, choice, raw",N/A,20.1,9.4,0.0
private selection® new york strip steak angus beef loins,"NEW YORK STRIP STEAK ANGUS BEEF, NEW YORK STRIP STEAK",205,21.4,13.4,0.0
private selection® culinary cuts prime beef top sirloin steak,"CULINARY CUTS PRIME BEEF RIBEYE STEAK, CULINARY CUTS PRIME BEEF",339,17.0,29.5,0.0
simple truth organic® grass fed beef ribeye steak,ORGANIC GRASS FED BEEF RIBEYE STEAK,312,17.0,26.8,0.0
simple truth organic® grass fed beef top sirloin,ORGANIC GRASS FED BEEF TOP SIRLOIN,122,22.0,6.0,0.0
simple truth® natural angus beef ribeye steak,ANGUS BEEF RIBEYE STEAK,250,18.8,19.6,0.0
beef choice t-bone steak (1 steak),"Beef, steak, T-bone,  lean and fat eaten",274,25.2,18.42,0
beef choice sirloin tip steak,LEAN SIRLOIN TIP BEEF STEAKS,159,20.4,7.96,0.0
private selection™ angus beef boneless ribeye steak,BONELESS ANGUS BEEF RIBEYE STEAK,212,19.5,14.2,0.88
simple truth® organic beef tenderloin steak,"Beef, steak, tenderloin",196,30.46,8.25,0
private selection™ beef angus strip steak,"ANGUS BEEF STRIP STEAK, ANGUS BEEF",205,21.4,13.4,0.0
private selection® culinary cuts prime beef new york strip steak,"CULINARY CUTS PRIME BEEF STRIP STEAK, CULINARY CUTS PRIME BEEF",277,18.8,22.3,0.0
beef choice skirt steak,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",195,20.1,12.8,0.0
private selection® culinary cuts prime beef ribeye steak,"CULINARY CUTS PRIME BEEF RIBEYE STEAK, CULINARY CUTS PRIME BEEF",339,17.0,29.5,0.0
beef choice top round thin steak value pack,"Beef, round, top round, boneless, choice, raw",N/A,21.5,5.7,0.852
eat meati® mushroomroot™ carne asada steaks,"CARNE ASADA STEAK STREET TACO MIX, CARNE ASADA STEAK",300,20.0,0.0,60.0
eat meati® mushroomroot™ classic steaks,"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",196,31.0,7.83,0.47
eat meati™ classic cutlet,"Cereal, ready-to-eat, NFS",379,7.74,4.01,77.71
yummy® meatless plant-based dino buddies® dinosaur-shaped vegan nuggets,"MEATLESS BREADED DINOSAUR-SHAPED PLANT-BASED PROTEIN NUGGETS, MEATLESS",244,10.3,11.5,24.4
quorn™ meatless diced chiqin pieces,MEATLESS CHIQIN WINGS,241,14.3,9.82,25.0
simple truth organic™ 100% grass-fed beef homestyle frozen meatballs,"ORGANIC GRASS FED BEEF MEATBALLS, BEEF",247,16.5,16.5,7.06
quorn™ meatless grounds frozen meal,"Pancakes and sausage, frozen meal",272,9,13.85,27.92
dr. praeger’s® meatless perfect burger®,"DR. PRAEGER'S, ITALIAN VEGGIE BURGERS",167,5.13,7.69,19.2
quorn™ meatless nuggets,"Bacon, meatless",1290.0,11.7,29.5,5.31
gardein® ultimate plant-based® meatalls,ULTIMATE PLANT-BASED BURGER,186,17.7,9.73,6.19
simple truth organic™ grass-fed beef italian style frozen meatballs,"Meatballs, frozen, Italian style",286,14.4,22.2,8.06
private selection® black forest uncured deli ham sliced,"UNCURED BLACK FOREST HAM ULTRA-THIN DELI SLICES, UNCURED BLACK FOREST",107,16.1,3.57,1.79
private selection® oven roasted deli turkey breast sliced,"OVEN ROASTED DELI SELECTED TURKEY BREAST, OVEN ROASTED",89.0,16.1,1.79,3.57
private selection® wildflower honey deli ham sliced,"WILDFLOWER HONEY DELI SLICED HAM, WILDFLOWER HONEY",136,18.6,4.24,6.78
private selection® wildflower honey deli turkey breast sliced,"WILDFLOWER HONEY DELI SLICED TURKEY BREAST, WILDFLOWER HONEY",102,18.6,0.85,5.08
private selection® prosciutto & mozzarella rolls,"PROSCIUTTO & MOZZARELLA ROLLS, PROSCIUTTO & MOZZARELLA",214,26.8,12.5,1.79
private selection® mesquite smoked deli turkey breast sliced,"MESQUITE SMOKED TURKEY BREAST DELI SLICES, MESQUITE SMOKED",107,17.9,1.79,3.57
private selection® genoa salami deli sliced,"DELI SLICED GENOA SALAMI, DELI",368,17.5,31.6,3.51
private selection® pepperoni deli sliced,"PRIVATE SELECTION, SWISS SLICED CHEESE",364,27.3,27.3,0.0
private selection® angus top round deli roast beef sliced,SLICED ANGUS SEASONED ROAST BEEF TOP ROUND,161,23.2,5.36,1.79
private selection® hard salami deli sliced,"HARD SALAMI DELI SLICES, HARD",400,20.0,33.3,3.33
private selection® brown sugar uncured deli ham sliced,"BROWN SUGAR SLICED UNCURED HAM, BROWN SUGAR",125,17.9,4.46,7.14
boar's head pepperoni,"BOAR'S HEAD, SANDWICH STYLE PEPPERONI",464,21.4,39.3,3.57
private selection™ old world prosciutto,OLD WORLD DELI SELECTION,321,25.0,25.0,3.57
boar’s head tavern ham,BOAR'S HEAD BRANDED DELUXE HAM,107,16.1,1.79,3.57
private selection® pre-sliced genoa salami & provolone rolls,"UNCURED GENOA SALAMI & PROVOLONE CHEESE CHARCUTERIE ROLLS, UNCURED GENOA SALAMI & PROVOLONE CHEESE",353,23.5,26.5,2.94
private selection® cracked pepper deli turkey breast sliced,"CRACKED PEPPER DELI SLICED TURKEY BREAST, CRACKED PEPPER",102,17.0,0.85,3.39
columbus® sliced salame charcuterie trio,"COLUMBUS, PEPPERED SALAME",321,21.4,25.0,7.14
private selection® pepperoni & mozzarella rolls,"PEPPERONI AND MOZZARELLA ROLL, PEPPERONI AND MOZZARELLA",298,26.3,21.0,1.75
private selection® golden roasted lower sodium† deli chicken breast sliced,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",98.0,17.4,1.86,2.92
boar's head turkey pepperoni,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
morningstar farms® veggie breakfast original plant based sausage links,Morningstar Farms Breakfast Veggie Sausage Links 136oz 1ct,152,19.2,6.1,6.8
columbus® sliced italian dry salame,"COLUMBUS, LITE ITALIAN DRY SALAME",214,28.6,10.7,3.57
morningstar farms® veggie breakfast original plant based bacon strips,Morningstar Farms Breakfast Bacon 5.25oz,344,12.8,26.4,14.4
private selection® smokehouse tavern style off the bone deli ham sliced,"SMOKEHOUSE DELI SLICED OFF THE BONE HAM, SMOKEHOUSE",119,17.0,4.24,1.69
boar's head bold pitcraft slow smoked turkey breast,PITCRAFT SLOW SMOKED  TURKEY BREAST,107,23.2,1.79,0.0
morningstar farms® original plant based chik'n patties,PLANT-BASED CRISPY CHIK'N PATTIES,225,14.1,9.86,21.1
morningstar farms® meal starters grillers plant based vegan crumbles,"MORNINGSTAR FARMS VEGGIE MEAL STARTERS VEGGIE GRILLERS CRUMBLES, 12 OZ",115,17.3,3.85,7.69
morningstar farms® buffalo plant based chik'n patties,"PLANT-BASED BUFFALO CHIK'N PIZZA, BUFFALO CHIK'N",294,7.06,14.1,33.5
morningstar farms® veggie breakfast maple flavored plant based sausage patties,Morningstar Farms Breakfast Sausage Patties,187,23.7,7.0,10.2
private selection® beef bologna uncured deli sliced,"Bologna, beef",1250.0,10.9,26.1,4.29
impossible™ plant-based frozen chicken nuggets,"Chicken nuggets, from frozen",298,13.36,19.23,17.88
morningstar farms® veggie breakfast original plant based sausage patties,Morningstar Farms Breakfast Sausage Patties,187,23.7,7.0,10.2
morningstar farms® veggie breakfast hot and spicy plant based sausage patties,Morningstar Farms Breakfast Hot & Spicy Sausage Patties 8oz,222,25.6,9.3,11.9
morningstar farms® spicy black bean plant based veggie burgers,Morningstar Farms Veggie Burgers Spicy Black Bean 18.9oz,179,13.5,6.5,22.1
morningstar farms® grillers prime plant based veggie burgers,Morningstar Farms Veggie Burgers Grillers Prime,197,23.0,9.6,8.6
